sample_id,study_accession,body_site,modality,source,pipeline
MGYS00006263:ERR2815936,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815946,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815956,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815966,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815976,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815986,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815996,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816006,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816016,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816026,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816036,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816046,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816056,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816066,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816076,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816086,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816096,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815617,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815627,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815637,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815647,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815657,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815667,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815677,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815687,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815697,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815707,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815717,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815727,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815737,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815747,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815757,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815767,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815777,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815787,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815797,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815807,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815817,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815827,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815837,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815847,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815857,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815867,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815877,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815887,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815897,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815907,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815917,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815927,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815937,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815947,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815957,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815967,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815977,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815987,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815997,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816007,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816017,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816027,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816037,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816047,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816057,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816067,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816077,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816087,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816097,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815618,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815628,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815638,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815648,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815658,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815668,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815678,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815688,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815698,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815708,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815718,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815728,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815738,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815748,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815758,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815768,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815778,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815788,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815798,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815808,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815818,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815828,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815838,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815848,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815858,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815868,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815878,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815888,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815898,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815908,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815918,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815928,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815938,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815948,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815958,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815968,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815978,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815988,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815998,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816008,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816018,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816028,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816038,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816048,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816058,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816068,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816078,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816088,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816098,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815619,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815629,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815639,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815649,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815659,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815669,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815679,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815689,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815699,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815709,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815719,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815729,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815739,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815749,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815759,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815769,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815779,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815789,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815799,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815809,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815819,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815829,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815839,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815849,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815859,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815869,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815879,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815889,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815899,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815909,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815919,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815929,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815939,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815949,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815959,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815969,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815979,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815989,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2815999,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816009,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816019,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816029,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816039,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816049,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816059,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816069,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816079,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816089,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006263:ERR2816099,MGYS00006263,oral,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376920,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376930,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376940,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376950,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376960,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376970,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376980,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376990,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377000,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377010,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377020,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377030,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377040,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377050,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377060,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377070,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377080,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377090,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377100,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377110,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377120,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377130,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377140,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377150,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377160,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377170,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377180,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376921,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376931,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376941,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376951,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376961,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376971,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376981,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376991,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377001,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377011,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377021,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377031,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377041,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377051,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377061,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377071,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377081,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377091,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377101,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377111,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377121,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377131,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377141,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377151,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377161,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377171,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376922,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376932,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376942,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376952,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376962,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376972,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376982,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376992,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377002,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377012,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377022,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377032,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377042,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377052,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377062,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377072,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377082,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377092,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377102,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377112,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377122,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377132,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377142,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377152,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377162,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377172,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376923,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376933,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376943,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376953,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376963,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376973,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376983,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376993,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377013,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377023,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377033,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377043,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377053,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377063,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377073,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377083,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377093,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377103,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377113,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377123,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377133,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377143,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377153,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377163,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377173,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376924,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376934,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376944,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376954,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376964,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376974,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376984,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376994,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377004,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377014,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377024,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377034,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377044,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377054,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377064,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377074,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377084,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377094,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377104,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377114,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377124,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377134,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377144,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377154,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377164,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377174,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376925,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376935,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376945,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376955,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376965,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376975,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376985,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3376995,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377005,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377015,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377025,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377035,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377045,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377055,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377065,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
MGYS00006264:ERR3377075,MGYS00006264,respiratory,16S,MGnify_full,MGnify SSU
