sample_id,study_accession,body_site,modality,source,pipeline
MGYS00002357:ERR107001,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107002,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107003,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107004,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107005,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107006,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107007,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107008,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107009,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107010,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107011,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107012,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107013,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107014,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107015,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107016,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107017,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107018,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107019,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107020,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107021,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107022,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107023,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107024,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107025,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107026,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107027,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107028,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107029,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107030,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107031,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107032,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107033,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107034,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107035,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107036,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107037,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107038,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107039,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107040,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107041,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107042,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107043,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107044,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107045,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107046,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107047,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107048,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107049,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107050,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107051,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107052,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107053,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107054,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107055,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107056,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107057,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107058,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107059,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107060,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107061,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107062,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107063,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107064,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107065,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107066,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107067,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107068,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107069,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107070,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107071,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107072,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107073,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107074,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107075,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107076,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107077,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107078,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107079,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107080,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107081,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107082,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107083,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107084,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107085,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107086,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107087,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107088,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107089,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107090,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107091,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107092,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107093,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107094,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107095,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107096,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107097,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107098,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107099,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107100,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107101,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107102,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107103,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107104,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107105,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107106,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107107,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107108,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107109,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107110,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107111,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107112,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107113,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107114,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107115,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107116,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107117,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107118,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107119,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107120,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107121,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107122,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107123,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107124,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107125,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107126,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107127,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107128,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107129,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107130,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107131,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107132,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107133,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107134,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107135,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107136,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107137,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107138,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107139,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107140,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107141,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107142,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107143,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107144,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107145,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107146,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107147,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107148,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107149,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107150,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107151,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107152,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107153,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107154,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107155,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107156,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107157,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107158,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107159,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107160,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107161,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107162,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107163,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107164,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107165,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107166,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107167,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107168,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107169,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107170,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107171,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107172,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107173,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107174,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107175,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107176,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107177,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107178,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107179,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107180,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107181,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107182,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107183,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107184,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107185,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107186,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107187,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107188,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107189,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107190,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107191,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107192,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107193,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107194,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107195,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107196,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107197,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107198,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107199,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107200,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107201,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107202,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107203,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107204,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107205,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107206,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107207,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107208,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107209,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107210,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107211,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107212,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107213,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107214,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107215,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107216,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107217,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107218,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107219,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002357:ERR107220,MGYS00002357,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049453,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049454,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049455,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049456,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049457,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049458,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049459,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049460,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049461,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049462,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049463,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049464,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049465,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049466,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049467,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049468,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049469,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049470,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049471,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049472,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049473,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049474,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049475,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049476,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049477,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049478,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049479,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049480,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049481,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049482,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049483,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049484,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049485,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049486,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049487,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049488,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049489,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049490,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049491,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049492,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049493,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049494,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049495,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049496,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049497,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049498,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049499,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002358:DRR049500,MGYS00002358,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472964,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472965,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472966,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472967,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472969,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472970,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472971,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472972,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472973,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472975,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472976,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472978,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472979,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472980,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472981,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472982,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472984,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472985,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002359:ERR472987,MGYS00002359,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441011,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441012,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441013,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441014,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441015,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441016,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441017,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441018,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441019,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441020,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441021,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441022,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441023,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441024,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441025,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441026,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441027,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441028,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441029,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441030,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441031,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441032,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441033,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441034,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441035,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441036,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441037,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441038,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441039,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441040,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441041,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441042,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441043,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441044,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441045,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441046,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441047,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
MGYS00002360:ERR441048,MGYS00002360,oral,16S,MGnify_full,MGnify SSU
